id,section,target,current_en,draft_en,ru,pt,es,source,status,note
mid_058,choice,choice.item4.title,...because you prefer real-time visibility on every payroll operation,4. …because you prefer real-time visibility on every payroll operation,4. …потому что вы предпочитаете отслеживать каждую операцию по начислению заработной платы в режиме реального времени,4. …porque precisa de visibilidade em tempo real sobre todas as operações,4. …porque prefieres tener visibilidad en tiempo real de todas las operaciones de nómina,astro/content/site-pages/mid-size.html,draft_updates_current_copy,
mid_059,choice,choice.item4.description,"If you need to keep track of payroll costs, make sure payments are going out on time, and keep an eye on all the reports and data, Garna has you covered with real-time visibility from a centralized dashboard","If you need to keep track of payroll costs, make sure payments are going out on time, and keep an eye on all the reports and data, Garna has you covered with real-time visibility from a centralized dashboard.","Если вам нужно отслеживать расходы на оплату труда, следить за своевременностью выплат и контролировать все отчеты и данные, Garna обеспечит вам полную прозрачность в режиме реального времени с помощью централизованной системы управления.","Se pretende acompanhar custos de payroll, garantir que os pagamentos são efetuados a tempo e monitorizar relatórios e métricas importantes, a Garna disponibiliza uma visão completa através de dashboards centralizados e dados em tempo real.","Si necesitas llevar un control de los costes de nómina, asegurarte de que los pagos se realizan a tiempo y estar al tanto de todos los informes y datos, Garna te ofrece visibilidad en tiempo real desde un panel de control centralizado.",astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_060,testimonials,midSizeTestimonials.title,Trusted by Growing Teams,Trusted by Growing Teams,Нам доверяют растущие команды,Empresas em Crescimento Confiam na Garna,La confianza de equipos en crecimiento,astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_061,testimonials,midSizeTestimonials.description,"Companies across the SaaS sector, e-commerce, agencies, marketplaces and remote-first businesses put their trust in Garna","Companies across the SaaS sector, e-commerce, agencies, marketplaces and remote-first businesses put their trust in Garna","Garna доверяют компании из сферы SaaS, электронной коммерции, рекламные агентства, торговые площадки и бизнесы, ориентированные на удаленную работу.","Empresas dos setores SaaS, comércio eletrónico, agências, marketplaces e negócios com equipas remotas confiam na Garna para gerir as suas operações de payroll.","Empresas de los sectores del SaaS, el comercio electrónico, las agencias, los marketplaces y los negocios que priorizan el teletrabajo confían en Garna.",astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_062,customerStories,customerStories.title,,Customer Success Stories,Истории успеха наших клиентов,Histórias de Sucesso dos Clientes,Historias de éxito de clientes,astro/content/site-pages/mid-size.html,needs_key_or_markup,Draft has this section; current page markup may need to be added or mapped manually.
mid_063,customerStories,customerStories.description,,Existing cases show how teams like yours feel a great difference in the flow of the processes after making the switch to Garna.,"Реальные примеры показывают, насколько значительно улучшается организация рабочих процессов в таких командах, как ваша, после перехода на Garna.","Os casos reais demonstram como empresas semelhantes à sua transformaram os seus processos após migrarem para a Garna, alcançando maior eficiência, controlo e escalabilidade.",Los casos existentes muestran cómo equipos como el tuyo notan una gran diferencia en el flujo de los procesos tras pasarse a Garna.,astro/content/site-pages/mid-size.html,needs_key_or_markup,Draft has this section; current page markup may need to be added or mapped manually.
mid_064,faq,midSizeFaq.title,Payroll FAQs for Growing Businesses,Payroll FAQs for Growing Businesses,Часто задаваемые вопросы об оплате труда для растущих компаний,Perguntas Frequentes sobre Payroll para Empresas em Crescimento,Preguntas frecuentes sobre nóminas para empresas en crecimiento,astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_065,faq,midSizeFaq.items.q1.question,Can I manage employees and contractors in the same system?,Can I manage employees and contractors in the same system?,Можно ли управлять сотрудниками и подрядчиками в одной системе?,Posso gerir colaboradores e prestadores de serviços no mesmo sistema?,¿Puedo gestionar a empleados y autónomos en el mismo sistema?,astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_066,faq,midSizeFaq.items.q1.answer,"Yes! Garna lets you manage your employees, freelancers, and contractors from the same single platform in our unified payroll system.","Yes! Garna lets you manage your employees, freelancers, and contractors from the same single platform in our unified payroll system.","Да! Garna позволяет управлять сотрудниками, фрилансерами и подрядчиками с помощью единой платформы в рамках нашей унифицированной системы оплаты труда.","Sim. A Garna permite gerir colaboradores, freelancers e prestadores de serviços numa única plataforma através de um sistema de payroll unificado.","¡Sí! Garna te permite gestionar a tus empleados, autónomos y contratistas desde una única plataforma en nuestro sistema de nóminas unificado.",astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_067,faq,midSizeFaq.items.q2.question,How do payroll tools help reduce manual work?,How do payroll tools help reduce manual work?,Как инструменты для оплаты труда помогают сократить объем ручной работы?,Como é que as ferramentas de payroll ajudam a reduzir o trabalho manual?,¿Cómo ayudan las herramientas de nóminas a reducir el trabajo manual?,astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_068,faq,midSizeFaq.items.q2.answer,"Payroll automation software saves time on doing repetitive tasks, such as manual calculations, writing invoices, sending in tax reports, and making the same payments over and over again.","Payroll automation software saves time on doing repetitive tasks, such as manual calculations, writing invoices, sending in tax reports, and making the same payments over and over again.","ПО для автоматизации оплаты труда позволяет сэкономить время на выполнении рутинных задач, таких как ручные расчеты, оформление счетов, отправка налоговых отчетов и повторяющиеся платежи.","O software de payroll automatiza tarefas repetitivas como cálculos salariais, emissão de faturas, relatórios fiscais e pagamentos recorrentes, permitindo poupar tempo e reduzir erros.","El software de automatización de nóminas ahorra tiempo en tareas repetitivas, como cálculos manuales, la emisión de facturas, el envío de declaraciones fiscales y la realización de los mismos pagos una y otra vez.",astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_069,faq,midSizeFaq.items.q3.question,How does payroll compliance work when hiring in multiple regions?,How does payroll compliance work when hiring in multiple regions?,Как обеспечивается соблюдение законодательства по оплате труда при найме сотрудников в разных регионах?,Como funciona a conformidade legal ao contratar em diferentes países?,¿Cómo funciona el cumplimiento normativo en materia de nóminas cuando se contrata en varias regiones?,astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_070,faq,midSizeFaq.items.q3.answer,"Garna makes payroll compliance very easy, thanks to the automated tax calculations, reporting tools and region-specific payroll processes designed to simplify making payroll in different countries.","Garna makes payroll compliance very easy, thanks to the automated tax calculations, reporting tools and region-specific payroll processes designed to simplify making payroll in different countries.","Garna значительно упрощает процесс оплаты труда благодаря автоматизированным расчетам налогов, инструментам отчетности и адаптированным к региональным особенностям процедурам оплаты труда, разработанным для упрощения оплаты труда в разных странах.","A Garna simplifica a conformidade através de cálculos automáticos de impostos, ferramentas de reporte e processos de payroll adaptados às exigências específicas de cada país.","Garna facilita enormemente el cumplimiento normativo en materia de nóminas, gracias a los cálculos fiscales automatizados, las herramientas de generación de informes y los procesos de nóminas específicos para cada región, diseñados para simplificar la gestión de nóminas en diferentes países.",astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_071,faq,midSizeFaq.items.q4.question,What kind of reporting do I get?,What kind of reporting do I get?,Какие отчеты я буду получать?,Que tipos de relatórios estão disponíveis?,¿Qué tipo de informes obtengo?,astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_072,faq,midSizeFaq.items.q4.answer,"You get access to payroll reporting and analytics including keeping track of your payroll costs and payments, and getting real-time insights into your payroll.","You get access to payroll reporting and analytics including keeping track of your payroll costs and payments, and getting real-time insights into your payroll.","Вы получаете доступ к отчетности и аналитике по оплате труда, включая отслеживание затрат на оплату труда и выплаты, а также возможность получать оперативную информацию о расчетах с персоналом.","Terá acesso a relatórios e análises de payroll que incluem acompanhamento de custos salariais, estado dos pagamentos e dados em tempo real sobre toda a operação.","Tendrás acceso a informes y análisis de nóminas, lo que incluye el seguimiento de tus costes y pagos de nóminas, así como información en tiempo real sobre tu nómina.",astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_073,faq,midSizeFaq.items.q5.question,Do you support multi-currency payments?,Do you support multi-currency payments?,Поддерживаете ли вы мультивалютные платежи?,A Garna suporta pagamentos em múltiplas moedas?,¿Admiten pagos en varias divisas?,astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_074,faq,midSizeFaq.items.q5.answer,"Yes, Garna lets you make global payroll payments in multiple currencies using bank transfers, SWIFT, SEPA, PayPal, Payoneer, and cryptocurrency.","Yes, Garna lets you make global payroll payments in multiple currencies using bank transfers, SWIFT, SEPA, PayPal, Payoneer, and cryptocurrency.","Да, Garna позволяет осуществлять выплаты по глобальной системе расчета заработной платы в различных валютах с помощью банковских переводов, SWIFT, SEPA, PayPal, Payoneer и криптовалюты.","Sim. A Garna permite efetuar pagamentos globais em várias moedas através de transferências bancárias, SWIFT, SEPA, PayPal, Payoneer e criptomoedas.","Sí, Garna te permite realizar pagos de nóminas globales en múltiples divisas mediante transferencias bancarias, SWIFT, SEPA, PayPal, Payoneer y criptomonedas.",astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_075,faq,midSizeFaq.items.q6.question,Can Garna integrate with our existing systems?,Can Garna integrate with our existing systems?,Может ли Garna интегрироваться с нашими существующими системами?,A Garna pode integrar-se com os nossos sistemas atuais?,¿Se puede integrar Garna con nuestros sistemas actuales?,astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_076,faq,midSizeFaq.items.q6.answer,"Yes! Garna can integrate with all your HR systems, accounting platforms, ERP tools, and other systems through our API integration capabilities.","Yes! Garna can integrate with all your HR systems, accounting platforms, ERP tools, and other systems through our API integration capabilities.","Да! Garna может интегрироваться со всеми вашими кадровыми системами, бухгалтерскими платформами, инструментами ERP и другими системами благодаря нашим возможностям интеграции через API.","Sim. A Garna integra-se com sistemas de recursos humanos, plataformas de contabilidade, soluções ERP e outras ferramentas através das suas capacidades de integração por API.","¡Sí! Garna puede integrarse con todos tus sistemas de RR. HH., plataformas de contabilidad, herramientas ERP y otros sistemas a través de nuestras capacidades de integración de API.",astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_077,faq,midSizeFaq.items.q7.question,Is payroll software secure for sensitive employee data?,Is payroll software secure for sensitive employee data?,Безопасно ли программное обеспечение для оплаты труда с точки зрения конфиденциальных данных сотрудников?,O software de payroll é seguro para dados sensíveis dos colaboradores?,¿Es seguro el software de nóminas para los datos confidenciales de los empleados?,astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_078,faq,midSizeFaq.items.q7.answer,"Absolutely. Garna uses secure infrastructure, encrypts all data, and has compliance-focused security protocols to protect your payroll and employee information.","Absolutely. Garna uses secure infrastructure, encrypts all data, and has compliance-focused security protocols to protect your payroll and employee information.","Абсолютно. Garna использует надежную инфраструктуру, шифрует все данные и применяет протоколы безопасности, ориентированные на соблюдение нормативных требований, для защиты информации об оплате труда и сотрудниках.","Absolutamente. A Garna utiliza uma infraestrutura segura, encriptação de dados e protocolos de segurança focados na conformidade para proteger as informações dos colaboradores e os dados de payroll.","Por supuesto. Garna utiliza una infraestructura segura, cifra todos los datos y cuenta con protocolos de seguridad centrados en el cumplimiento normativo para proteger tu nómina y la información de tus empleados.",astro/pages/mid-size.astro,exact_or_punctuation_only,
mid_079,finalCta,midSizeFinalCta.title,,Get Started With Garna Payroll Today,Начните пользоваться системой оплаты труда Garna уже сегодня,Comece Hoje a Utilizar o Payroll da Garna,Empieza hoy mismo con Garna Payroll,astro/content/page-final-ctas.ts,needs_split_in_code,Current code stores this as titleLine1 + titleLine2; split after “With” during implementation.
mid_080,finalCta,midSizeFinalCta.description,"Whether you're dealing with remote teams, contractors in far-off countries, or just expanding in general, Garna has the flexible infrastructure to grow with you","Whether you're dealing with remote teams, contractors in far-off countries, or just expanding in general, Garna has the flexible infrastructure to grow with you.","Независимо от того, работаете ли вы с удаленными командами, подрядчиками из других стран или просто расширяете свой бизнес, у Garna есть гибкая инфраструктура, которая будет расти вместе с вами.","Quer esteja a gerir equipas remotas, prestadores de serviços em diferentes países ou simplesmente a expandir o seu negócio, a Garna oferece uma infraestrutura flexível que cresce consigo.","Tanto si manejas equipos remotos, contratistas en países lejanos o simplemente estás en plena expansión, Garna cuenta con la infraestructura flexible necesaria para crecer contigo.",astro/content/page-final-ctas.ts,exact_or_punctuation_only,
mid_081,finalCta,midSizeFinalCta.button,Try now,Try now,Попробовать сейчас,Experimentar agora,Prueba ahora,astro/content/page-final-ctas.ts,exact_or_punctuation_only,
extra_001,current_page_extra,midSizeFinalCta.titleLine1,Get Started With,,,,,astro/content/page-final-ctas.ts,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_002,current_page_extra,midSizeFinalCta.titleLine2,Garna Payroll Today,,,,,astro/content/page-final-ctas.ts,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_003,current_page_extra,brand.name,Garna,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_004,current_page_extra,contractorBenefits.description,Give your team the flexibility and convenience they deserve,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_005,current_page_extra,contractorBenefits.methods.description,"Contractors receive payouts via bank transfers in 80+ currencies, cards, wallets, or cryptocurrencies",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_006,current_page_extra,contractorBenefits.methods.title,Multiple payout methods,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_007,current_page_extra,contractorBenefits.title,Benefits for your contractors,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_008,current_page_extra,features.automation.description,"Automate global payout processes with a flexible, user-friendly platform",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_009,current_page_extra,features.automation.title,Automated payroll platform,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_010,current_page_extra,features.business,Business,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_011,current_page_extra,features.description,"We streamline payroll processing, offering flexible, reliable solutions for businesses of all sizes and industries",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_012,current_page_extra,features.title,Modern platform for managing global payroll,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_013,current_page_extra,globalReach.description,Pay in 150+ countries with local currencies and crypto,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_014,current_page_extra,howTo.description,Start using Garna in a few simple steps,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_015,current_page_extra,howTo.steps.step1.description,Create your company profile and verify your business details to get access to the platform,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_016,current_page_extra,howTo.steps.step1.title,Set up your account,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_017,current_page_extra,howTo.steps.step2.description,Add employees and contractors to the dashboard and assign roles and permissions,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_018,current_page_extra,howTo.steps.step2.title,Invite your team,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_019,current_page_extra,howTo.steps.step3.description,"Top up your corporate wallet using bank transfer, SWIFT, SEPA, or crypto assets",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_020,current_page_extra,howTo.steps.step3.title,Fund your balance,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_021,current_page_extra,howTo.steps.step4.description,Execute global payrolls in one click with automated tax handling and compliance,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_022,current_page_extra,howTo.steps.step4.title,Send payouts,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_023,current_page_extra,howTo.title,How to get started,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_024,current_page_extra,midSizeTestimonials.amina.quote,"""We manage teams across several regions now, and Garna keeps payout timing, documents, and reporting predictable enough for HR and finance to work from the same source""",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_025,current_page_extra,midSizeTestimonials.amina.role,"People Operations Lead, AtlasWorks",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_026,current_page_extra,midSizeTestimonials.daniel.quote,"""As headcount grew, approvals and contractor invoices became messy fast. Garna gave us a cleaner workflow without adding another layer of manual checks""",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_027,current_page_extra,midSizeTestimonials.daniel.role,"COO, MarketLoop",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_028,current_page_extra,midSizeTestimonials.priya.quote,"""Garna helped us move payroll out of spreadsheets. Employees and contractors now run through one process, and finance has one clear view of costs""",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_029,current_page_extra,midSizeTestimonials.priya.role,"Finance Director, CloudNest",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_030,current_page_extra,nav.brand,garna,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_031,current_page_extra,noHiddenFees.description,"Transparent pricing, zero setup cost",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_032,current_page_extra,noHiddenFees.paymentInfo.exchangeRate,Exchange rate,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_033,current_page_extra,noHiddenFees.paymentInfo.fees,Fees,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_034,current_page_extra,noHiddenFees.paymentInfo.recipientReceives,Recipient receives,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_035,current_page_extra,noHiddenFees.paymentInfo.title,Payment Information,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_036,current_page_extra,noHiddenFees.title,No hidden fees,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_037,current_page_extra,people.developer,Developer,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_038,current_page_extra,people.opsManager,Ops Manager,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_039,current_page_extra,people.webDesigner,Web Designer,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_040,current_page_extra,whyGarna.cards.adminTime.description,Automated contracts and payroll reduce admin work by up to 70%,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_041,current_page_extra,whyGarna.cards.adminTime.title,Cut admin time,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_042,current_page_extra,whyGarna.cards.api.description,Run mass payouts and workflows programmatically,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_043,current_page_extra,whyGarna.cards.api.title,Scale with API,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_044,current_page_extra,whyGarna.cards.ip.description,All contractor work results belong entirely to you,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_045,current_page_extra,whyGarna.cards.ip.title,Full ownership of IP,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_046,current_page_extra,whyGarna.cards.reporting.description,"Agreements, invoices, transactions, and exports in one place",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_047,current_page_extra,whyGarna.cards.reporting.title,Perfect reporting,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_048,current_page_extra,whyGarna.cards.topUp.description,Fund payouts using bank transfers or crypto,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_049,current_page_extra,whyGarna.cards.topUp.title,Top up via bank or crypto,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_050,current_page_extra,whyGarna.cta.button,Book a demo,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_051,current_page_extra,whyGarna.cta.description,Join thousands of businesses streamlining their global payroll today,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_052,current_page_extra,whyGarna.cta.title,Ready to get started?,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_053,current_page_extra,whyGarna.description,"Discover the key benefits that make payroll simple, global, and secure",,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
extra_054,current_page_extra,whyGarna.title,Why Garna stands out,,,,,astro/content/site-pages/mid-size.html,not_in_draft,Current English page string has no matching row in Google Doc draft. Skip for automated localization unless user provides translation.
